Suburb,Rooms,Type,Price,Date,Distance,Postcode,Bedroom2,Bathroom,Car,BuildingArea,CouncilArea,Lattitude,Longtitude,Propertycount,Age,metropolitan,victoria,Missing_Price
Mount Waverley,4,h,1335000,2017-09-16,14.2,3149,4,1,3.0,145.0,Moreland,-37.86118,145.11506,13366,55.0,1,0,0
Mount Waverley,4,h,1480000,2017-09-16,14.2,3149,4,2,2.0,160.0,Moreland,-37.86127,145.14271000000005,13366,55.0,1,0,0
Mulgrave,3,h,850000,2017-09-16,18.8,3170,3,1,2.0,126.0,Moreland,-37.93134,145.17584,7113,55.0,1,0,0
Mulgrave,3,h,912000,2017-09-16,18.8,3170,3,2,1.0,126.0,Moreland,-37.9213,145.16366000000005,7113,55.0,1,0,0
Mulgrave,4,h,1100000,2017-09-16,18.8,3170,4,2,2.0,152.0,Moreland,-37.9265,145.19758000000004,7113,29.0,1,0,0
Narre Warren,4,h,792500,2017-09-16,34.1,3805,4,2,2.0,174.0,Moreland,-38.00626,145.29079,9376,29.0,1,0,0
Newport,3,h,1262000,2017-09-16,6.2,3015,3,2,2.0,110.0,Moreland,-37.84461,144.87515,5498,45.0,1,0,0
Newport,4,h,1210000,2017-09-16,6.2,3015,4,1,0.0,160.0,Moreland,-37.84373,144.88603999999995,5498,42.0,1,0,0
Niddrie,3,h,1186000,2017-09-16,10.4,3042,3,1,4.0,112.0,Moreland,-37.73554,144.88517,2291,70.0,1,0,0
Northcote,3,h,1320000,2017-09-16,5.3,3070,3,1,1.0,119.0,Moreland,-37.77432,144.99111000000005,11364,105.0,1,0,0
Northcote,2,h,1325000,2017-09-16,5.3,3070,2,1,2.0,126.0,Moreland,-37.76603,144.99366,11364,105.0,1,0,0
Northcote,2,h,780000,2017-09-16,5.3,3070,2,1,2.0,126.0,Moreland,-37.78254,145.01013999999995,11364,105.0,1,0,0
Oak Park,5,h,955000,2017-09-16,11.2,3046,5,2,4.0,126.0,Moreland,-37.71302,144.90338,2651,35.0,1,0,0
Oak Park,3,h,725000,2017-09-16,11.2,3046,3,1,1.0,111.0,Moreland,-37.7151,144.92103,2651,65.0,1,0,0
Mount Waverley,3,h,1451000,2017-09-16,14.2,3149,3,2,1.0,126.0,Moreland,-37.88494,145.11951000000005,13366,55.0,1,0,0
Mill Park,4,t,492000,2017-09-16,17.9,3082,4,1,1.0,126.0,Moreland,-37.677,145.05658,10529,40.0,1,0,0
Scoresby,4,h,950000,2017-09-16,22.2,3179,4,2,2.0,126.0,Moreland,-37.88863,145.23435,2206,50.0,1,0,0
South Melbourne,1,h,855000,2017-09-16,1.9,3205,1,1,0.0,72.0,Moreland,-37.8343,144.95529,5943,125.0,1,0,0
West Melbourne,3,t,1500000,2017-09-16,3.1,3003,3,2,1.0,209.0,Moreland,-37.80947,144.94473,2230,105.0,1,0,0
Wheelers Hill,3,h,950000,2017-09-16,16.7,3150,3,2,2.0,126.0,Moreland,-37.91057,145.1719,7392,50.5,1,0,0
Wheelers Hill,4,h,1211000,2017-09-16,16.7,3150,4,3,4.0,126.0,Moreland,-37.90667,145.17368000000005,7392,50.5,1,0,0
Williams Landing,3,h,555000,2017-09-16,17.6,3027,3,2,2.0,25.0,Moreland,-37.85504,144.73516,1999,11.0,1,0,0
Williamstown North,3,h,1190000,2017-09-16,6.8,3016,3,2,2.0,126.0,Moreland,-37.85537,144.87578,802,20.0,1,0,0
Windsor,3,h,1425000,2017-09-16,4.6,3181,3,1,1.0,150.0,Moreland,-37.85277,144.98485,4380,118.0,1,0,0
Windsor,3,h,1970000,2017-09-16,4.6,3181,3,2,0.0,126.0,Moreland,-37.85327,144.99947,4380,130.0,1,0,0
Windsor,2,h,1300000,2017-09-16,4.6,3181,2,1,1.0,126.0,Moreland,-37.85591,144.99356,4380,55.0,1,0,0
Yarraville,2,h,921000,2017-09-16,6.3,3013,2,1,2.0,126.0,Moreland,-37.81899,144.89507,6543,75.0,1,0,0
Yarraville,3,h,1190000,2017-09-16,6.3,3013,3,1,2.0,89.0,Moreland,-37.82067,144.87725,6543,70.0,1,0,0
Boronia,3,h,700000,2017-09-16,25.0,3155,3,1,1.0,112.0,Moreland,-37.86205,145.25333,9704,55.0,1,0,0
Bonbeach,4,t,1830000,2017-09-16,27.0,3196,4,3,2.0,222.0,Moreland,-38.06189,145.11766,2887,21.0,1,0,0
Blackburn South,4,h,1100000,2017-09-16,13.4,3130,4,3,2.0,168.0,Moreland,-37.84307,145.13419,4387,8.0,1,0,0
Blackburn,3,h,1040000,2017-09-16,13.4,3130,3,1,2.0,126.0,Moreland,-37.82378,145.13778,5713,68.0,1,0,0
Blackburn,4,h,1850000,2017-09-16,13.4,3130,4,2,2.0,287.0,Moreland,-37.82942,145.16714,5713,13.0,1,0,0
Blackburn,5,h,1900000,2017-09-16,13.4,3130,5,3,2.0,270.0,Moreland,-37.82665,145.1518,5713,65.0,1,0,0
Bentleigh East,3,h,1070000,2017-09-16,13.8,3165,3,1,3.0,105.0,Moreland,-37.92041,145.07901,10969,65.0,1,0,0
Bentleigh East,4,h,1520000,2017-09-16,13.8,3165,4,2,2.0,126.0,Moreland,-37.90609,145.0551,10969,55.0,1,0,0
Bentleigh,4,h,1450000,2017-09-16,11.4,3204,4,2,2.0,126.0,Moreland,-37.93031,145.03816,6795,60.0,1,0,0
Bentleigh,4,h,2210000,2017-09-16,11.4,3204,4,3,2.0,233.0,Moreland,-37.92098,145.02422,6795,85.0,1,0,0
Beaumaris,3,t,2030000,2017-09-16,17.3,3193,3,3,2.0,126.0,Moreland,-37.98667,145.02796,5366,45.0,1,0,0
Beaumaris,5,h,3778000,2017-09-16,17.3,3193,5,4,4.0,465.0,Moreland,-37.97775,145.02754,5366,45.0,1,0,0
Balwyn North,2,u,905000,2017-09-16,9.7,3104,2,1,1.0,126.0,Moreland,-37.79681,145.06903,7809,65.0,1,0,0
Balwyn North,3,h,2350000,2017-09-16,9.7,3104,3,2,2.0,126.0,Moreland,-37.80245,145.07963,7809,65.0,1,0,0
Balwyn,3,h,2730000,2017-09-16,7.9,3103,3,2,2.0,203.0,Moreland,-37.80576,145.06978999999995,5682,85.0,1,0,0
Avondale Heights,2,u,470000,2017-09-16,9.5,3034,2,1,1.0,126.0,Moreland,-37.77091,144.86571,4502,55.0,1,0,0
Aberfeldie,4,h,1650000,2017-09-16,7.5,3040,4,2,1.0,186.0,Moreland,-37.7609,144.89886,1543,75.0,1,0,0
West Footscray,4,h,1060000,2017-09-16,6.4,3012,3,3,2.0,512.0,Moreland,-37.79487,144.86353,5058,105.0,1,0,0
West Footscray,3,h,870000,2017-09-16,6.4,3012,3,1,2.0,109.0,Moreland,-37.79644,144.86388,5058,75.0,1,0,0
Werribee,4,h,603500,2017-09-16,14.7,3030,4,2,4.0,184.0,Moreland,-37.90336,144.67918,16166,31.0,1,0,0
Werribee,3,h,515000,2017-09-16,14.7,3030,3,2,1.0,194.0,Moreland,-37.90918,144.68325,16166,13.0,1,0,0
South Yarra,3,h,1305000,2017-09-16,2.7,3141,3,1,2.0,110.0,Moreland,-37.84517,144.98727,14887,125.0,1,0,0
Springvale,3,h,770000,2017-09-16,20.8,3171,3,1,4.0,126.0,Moreland,-37.93975,145.16326,7412,72.5,1,0,0
Strathmore,3,h,1720000,2017-09-16,8.2,3041,3,1,2.0,126.0,Moreland,-37.73887,144.91103,3284,55.0,1,0,0
Sunbury,3,h,405000,2017-09-16,31.7,3429,3,1,3.0,101.0,Moreland,-37.57662,144.74767,14092,34.0,1,0,0
Sunbury,3,h,482000,2017-09-16,31.7,3429,3,1,1.0,126.0,Moreland,-37.57123,144.72333999999995,14092,60.0,1,0,0
Sunbury,3,h,436000,2017-09-16,31.7,3429,3,2,2.0,220.0,Moreland,-37.58883,144.70202,14092,21.0,1,0,0
Sunshine,4,h,830000,2017-09-16,10.5,3020,4,1,3.0,126.0,Moreland,-37.78209,144.84581,3755,70.0,1,0,0
Sunshine North,4,h,665000,2017-09-16,10.5,3020,4,2,3.0,183.0,Moreland,-37.76482,144.83375,4217,50.0,1,0,0
Sunshine North,3,h,610000,2017-09-16,10.5,3020,3,1,1.0,126.0,Moreland,-37.7674,144.82421000000005,4217,65.0,1,0,0
Surrey Hills,3,u,1290000,2017-09-16,10.2,3127,3,2,1.0,126.0,Moreland,-37.83404,145.0893,5457,75.0,1,0,0
Surrey Hills,4,h,1810000,2017-09-16,10.2,3127,4,3,2.0,223.0,Moreland,-37.82832,145.09242,5457,28.0,1,0,0
Surrey Hills,5,h,2230000,2017-09-16,10.2,3127,5,2,2.0,270.0,Moreland,-37.82807,145.10796000000005,5457,120.0,1,0,0
Templestowe,5,h,1930000,2017-09-16,15.5,3106,5,3,2.0,377.0,Moreland,-37.75245,145.15283,6202,25.0,1,0,0
Scoresby,4,h,962000,2017-09-16,22.2,3179,4,2,3.0,166.0,Moreland,-37.88919,145.2165,2206,40.0,1,0,0
Thomastown,3,h,600500,2017-09-16,15.3,3074,3,1,1.0,126.0,Moreland,-37.68366,145.02783,7955,50.0,1,0,0
Thomastown,3,h,750000,2017-09-16,15.3,3074,3,2,2.0,169.0,Moreland,-37.67666,144.99161,7955,45.0,1,0,0
Thornbury,4,h,1605000,2017-09-16,7.0,3071,4,2,2.0,92.0,Moreland,-37.75582,144.98951,8870,95.0,1,0,0
Thornbury,3,h,1300000,2017-09-16,7.0,3071,3,1,2.0,126.0,Moreland,-37.75832,144.99017,8870,65.0,1,0,0
Toorak,3,h,2076000,2017-09-16,4.1,3142,3,1,2.0,126.0,Moreland,-37.84213,145.02527,7217,55.0,1,0,0
Vermont,5,h,1150000,2017-09-16,17.2,3133,5,2,2.0,235.0,Moreland,-37.84158,145.19762,4181,47.0,1,0,0
Viewbank,3,h,1009000,2017-09-16,8.9,3084,3,2,2.0,136.0,Moreland,-37.7417,145.0958,2698,45.0,1,0,0
Wallan,3,h,366000,2017-09-16,44.2,3756,3,1,1.0,77.0,Moreland,-37.40853,144.97749,3988,47.0,0,1,0
Wantirna,3,h,1070000,2017-09-16,14.7,3152,3,2,2.0,126.0,Moreland,-37.86345,145.22871,5424,45.0,1,0,0
Wantirna South,4,h,1440000,2017-09-16,14.7,3152,4,3,6.0,247.0,Moreland,-37.87831,145.24575,7082,40.0,1,0,0
Wantirna South,4,h,1060000,2017-09-16,14.7,3152,4,2,3.0,173.0,Moreland,-37.85728,145.24839,7082,55.0,1,0,0
Watsonia,3,h,792000,2017-09-16,14.5,3087,3,1,2.0,124.0,Moreland,-37.71502,145.08844,2329,65.0,1,0,0
Watsonia North,4,h,920000,2017-09-16,14.5,3087,4,2,2.0,126.0,Moreland,-37.7023,145.08357,1442,51.0,1,0,0
Werribee,3,h,470000,2017-09-16,14.7,3030,3,1,2.0,125.0,Moreland,-37.88537,144.65337,16166,40.0,1,0,0
Thomastown,3,h,640000,2017-09-16,15.3,3074,3,1,2.0,126.0,Moreland,-37.6806,145.02402,7955,75.0,1,0,0
Mill Park,4,h,721000,2017-09-16,17.9,3082,4,2,2.0,126.0,Moreland,-37.67363,145.06796,10529,40.0,1,0,0
Mill Park,3,h,675000,2017-09-16,17.9,3082,3,1,4.0,126.0,Moreland,-37.65296,145.04564,10529,45.0,1,0,0
Mill Park,2,u,445000,2017-09-16,17.9,3082,2,1,1.0,126.0,Moreland,-37.65678,145.07811,10529,40.0,1,0,0
Cheltenham,4,h,1165000,2017-09-16,17.9,3192,4,2,2.0,126.0,Moreland,-37.9727,145.07016000000004,9758,55.0,1,0,0
Cheltenham,3,h,1201000,2017-09-16,17.9,3192,3,2,3.0,156.0,Moreland,-37.95569,145.06588,9758,65.0,1,0,0
Cheltenham,3,h,910000,2017-09-16,17.9,3192,3,1,2.0,126.0,Moreland,-37.96306,145.0803,9758,55.0,1,0,0
Cheltenham,4,h,1200000,2017-09-16,17.9,3192,4,2,2.0,126.0,Moreland,-37.97531,145.07943,9758,55.0,1,0,0
Clayton,3,h,2950000,2017-09-16,16.7,3168,3,1,2.0,126.0,Moreland,-37.92614,145.11713,5837,55.0,1,0,0
Ashburton,3,h,1555000,2017-09-16,10.2,3147,3,1,4.0,101.0,Moreland,-37.87,145.08803,3052,75.0,1,0,0
Clayton,3,u,810000,2017-09-16,16.7,3168,3,1,2.0,100.0,Moreland,-37.92559,145.10804,5837,70.0,1,0,0
Clayton South,3,h,850000,2017-09-16,17.5,3169,3,1,4.0,126.0,Moreland,-37.93663,145.11236,4734,55.0,1,0,0
Clifton Hill,4,h,1010000,2017-09-16,3.6,3068,4,3,1.0,126.0,Moreland,-37.79395,144.98899,2954,115.0,1,0,0
Clifton Hill,2,h,980000,2017-09-16,3.6,3068,2,1,1.0,126.0,Moreland,-37.79335,144.98911,2954,115.0,1,0,0
Coburg,4,h,975000,2017-09-16,6.7,3058,4,2,2.0,209.0,Moreland,-37.73697,144.97568,11204,20.0,1,0,0
Coburg,3,t,880000,2017-09-16,6.7,3058,3,1,1.0,104.0,Moreland,-37.74701,144.96369,11204,21.0,1,0,0
Coburg North,3,h,841000,2017-09-16,6.7,3058,3,1,3.0,150.0,Moreland,-37.72631,144.96274,3445,65.0,1,0,0
Collingwood,3,h,1300000,2017-09-16,2.0,3066,3,1,1.0,126.0,Moreland,-37.79556,144.98873,4553,105.0,1,0,0
Collingwood,2,t,931000,2017-09-16,2.0,3066,2,1,1.0,90.0,Moreland,-37.79737,144.98492,4553,24.0,1,0,0
Craigieburn,3,h,492000,2017-09-16,20.6,3064,3,2,2.0,184.0,Moreland,-37.59735,144.91118,15510,16.0,1,0,0
Croydon,3,h,858000,2017-09-16,23.0,3136,3,1,2.0,139.0,Moreland,-37.80244,145.29711,11925,65.0,1,0,0
Dandenong North,3,h,682000,2017-09-16,24.7,3175,3,1,5.0,105.0,Moreland,-37.95788,145.21389,8322,38.0,1,0,0
Deer Park,3,h,629500,2017-09-16,14.8,3023,3,1,6.0,126.0,Moreland,-37.75504,144.77313999999996,6388,40.0,1,0,0
Dingley Village,4,h,1281000,2017-09-16,22.2,3172,4,2,2.0,234.0,Moreland,-37.97215,145.12389,3940,25.0,1,0,0
Doncaster,3,t,751000,2017-09-16,12.4,3108,3,2,1.0,139.0,Moreland,-37.78267,145.14278000000004,9028,15.0,1,0,0
Doncaster East,5,h,1330000,2017-09-16,14.3,3109,5,3,3.0,439.0,Moreland,-37.76431,145.17778,10999,45.0,1,0,0
Doveton,3,h,469000,2017-09-16,28.8,3177,3,1,2.0,101.0,Moreland,-37.99515,145.23244,3533,66.0,1,0,0
Doveton,3,h,531000,2017-09-16,28.8,3177,3,1,5.0,126.0,Moreland,-37.99161,145.23278,3533,65.0,1,0,0
Eltham,4,h,1085000,2017-09-16,18.0,3095,4,2,2.0,126.0,Moreland,-37.70349,145.16281,6990,45.0,1,0,0
Eltham,3,h,915000,2017-09-16,18.0,3095,3,2,2.0,146.0,Moreland,-37.72503,145.15142,6990,65.0,1,0,0
Eltham,4,h,890000,2017-09-16,18.0,3095,4,2,2.0,126.0,Moreland,-37.72881,145.13703999999996,6990,45.0,1,0,0
Cheltenham,4,h,920000,2017-09-16,17.9,3192,4,2,2.0,126.0,Moreland,-37.96531,145.08502,9758,55.0,1,0,0
Chelsea,3,h,875000,2017-09-16,27.0,3196,3,1,3.0,127.0,Moreland,-38.04666,145.12354,3906,55.0,1,0,0
Carrum Downs,3,h,578000,2017-09-16,34.9,3201,3,2,2.0,677.0,Moreland,-38.1046,145.19339,8060,32.0,1,0,0
Carrum Downs,4,h,609000,2017-09-16,34.9,3201,4,2,2.0,126.0,Moreland,-38.09601,145.19633000000005,8060,20.0,1,0,0
Altona,3,h,1248500,2017-09-16,11.0,3018,3,1,3.0,126.0,Moreland,-37.87182,144.816,5301,42.5,1,0,0
Altona North,3,h,1001000,2017-09-16,9.4,3025,3,1,2.0,126.0,Moreland,-37.82872,144.84558,5132,60.0,1,0,0
Altona North,3,h,770000,2017-09-16,9.4,3025,3,1,2.0,126.0,Moreland,-37.84476,144.8472,5132,60.0,1,0,0
Armadale,3,t,1715000,2017-09-16,6.3,3143,3,3,1.0,141.0,Moreland,-37.86109,145.01994,4836,105.0,1,0,0
Armadale,3,h,1450000,2017-09-16,6.3,3143,3,1,2.0,126.0,Moreland,-37.85335,145.01698000000005,4836,65.0,1,0,0
Brighton,3,h,1342000,2017-09-16,10.5,3186,3,1,3.0,110.0,Moreland,-37.88879,144.99833,10579,115.0,1,0,0
Brighton,3,t,1960000,2017-09-16,10.5,3186,3,2,2.0,36.0,Moreland,-37.91414,145.00527,10579,65.0,1,0,0
Brighton,4,h,2410000,2017-09-16,10.5,3186,4,3,4.0,126.0,Moreland,-37.90192,145.00094,10579,55.0,1,0,0
Brunswick,2,h,911000,2017-09-16,5.2,3056,2,1,1.0,77.0,Moreland,-37.7697,144.96866,11918,120.0,1,0,0
Brunswick,2,t,640000,2017-09-16,5.2,3056,2,1,1.0,2.0,Moreland,-37.77761,144.96832,11918,99.0,1,0,0
Brunswick,4,h,1820000,2017-09-16,5.2,3056,4,2,2.0,288.0,Moreland,-37.75792,144.97218,11918,8.0,1,0,0
Brunswick,1,u,170000,2017-09-16,5.2,3056,1,1,0.0,126.0,Moreland,-37.77685,144.95188000000005,11918,99.0,1,0,0
Brunswick East,2,h,1265000,2017-09-16,4.0,3057,2,1,3.0,126.0,Moreland,-37.76766,144.97638,5533,55.0,1,0,0
Elwood,3,h,1800000,2017-09-16,7.2,3184,3,2,2.0,126.0,Moreland,-37.88922,144.9896,8989,105.0,1,0,0
Brunswick East,2,h,950000,2017-09-16,4.0,3057,2,2,1.0,89.0,Moreland,-37.75995,144.97413,5533,125.0,1,0,0
Bundoora,5,h,1505000,2017-09-16,12.1,3083,5,3,2.0,179.0,Moreland,-37.68591,145.07825,10175,10.0,1,0,0
Bundoora,4,h,730000,2017-09-16,12.1,3083,4,2,2.0,144.0,Moreland,-37.7002,145.06517,10175,55.0,1,0,0
Burwood,5,h,1775000,2017-09-16,10.4,3125,5,2,3.0,126.0,Moreland,-37.84352,145.11981,5678,65.0,1,0,0
Burwood,4,h,1702000,2017-09-16,10.4,3125,4,1,1.0,126.0,Moreland,-37.84162,145.10435,5678,60.0,1,0,0
Burwood East,3,h,980000,2017-09-16,14.7,3151,3,1,1.0,126.0,Moreland,-37.85029,145.13846,4048,43.0,1,0,0
Camberwell,6,h,2835000,2017-09-16,7.7,3124,6,3,2.0,283.0,Moreland,-37.84317,145.05688,8920,55.0,1,0,0
Camberwell,3,h,2770000,2017-09-16,7.7,3124,3,2,2.0,126.0,Moreland,-37.83176,145.0652,8920,34.0,1,0,0
Camberwell,5,h,2450000,2017-09-16,7.7,3124,5,3,2.0,239.0,Moreland,-37.84136,145.08149,8920,99.0,1,0,0
Carnegie,2,h,1441000,2017-09-16,10.1,3163,2,1,1.0,126.0,Moreland,-37.8926,145.05868999999996,7822,55.0,1,0,0
Carnegie,3,h,1510000,2017-09-16,10.1,3163,3,2,2.0,126.0,Moreland,-37.893,145.05861000000004,7822,55.0,1,0,0
Carnegie,2,t,850000,2017-09-16,10.1,3163,2,2,1.0,101.0,Moreland,-37.88592,145.04781,7822,18.0,1,0,0
Carnegie,3,h,1500000,2017-09-16,10.1,3163,3,2,2.0,126.0,Moreland,-37.90206,145.05598,7822,55.0,1,0,0
Carnegie,3,h,1508000,2017-09-16,10.1,3163,3,2,2.0,147.0,Moreland,-37.89235,145.04953999999995,7822,14.0,1,0,0
Bulleen,4,h,1225000,2017-09-16,10.8,3105,4,1,2.0,130.0,Moreland,-37.77592,145.09714,4480,65.0,1,0,0
Epping,3,h,600000,2017-09-16,19.6,3076,3,1,2.0,126.0,Moreland,-37.64417,145.04043,10926,29.0,1,0,0
Epping,3,h,647000,2017-09-16,19.6,3076,3,2,4.0,126.0,Moreland,-37.64035,145.05624,10926,29.0,1,0,0
Essendon,3,t,770000,2017-09-16,7.5,3040,3,1,1.0,126.0,Moreland,-37.73899,144.89291,9264,24.0,1,0,0
Hawthorn,3,h,1450000,2017-09-16,5.3,3122,3,1,0.0,104.0,Moreland,-37.82031,145.04043,11308,135.0,1,0,0
Heidelberg West,3,h,846000,2017-09-16,8.8,3081,3,2,2.0,126.0,Moreland,-37.74591,145.04449,2674,65.0,1,0,0
Hillside,4,h,628000,2017-09-16,18.0,3037,4,2,1.0,120.0,Moreland,-37.70228,144.74316000000005,5556,22.0,1,0,0
Hillside,3,h,645500,2017-09-16,18.0,3037,3,2,2.0,155.0,Moreland,-37.6883,144.74225,5556,25.0,1,0,0
Hoppers Crossing,3,h,575000,2017-09-16,18.4,3029,3,1,4.0,126.0,Moreland,-37.88157,144.69426,13830,42.5,1,0,0
Hoppers Crossing,4,h,525000,2017-09-16,18.4,3029,4,2,2.0,134.0,Moreland,-37.87517,144.67094,13830,32.0,1,0,0
Hoppers Crossing,4,h,723000,2017-09-16,18.4,3029,4,2,2.0,126.0,Moreland,-37.87217,144.68746000000004,13830,42.5,1,0,0
Jacana,3,h,626000,2017-09-16,14.0,3047,3,1,2.0,87.0,Moreland,-37.68908,144.9116,851,65.0,1,0,0
Keilor,3,h,840000,2017-09-16,14.5,3036,3,2,2.0,225.0,Moreland,-37.72465,144.8359,2339,55.0,1,0,0
Keilor East,4,h,1230000,2017-09-16,11.7,3033,4,4,2.0,127.0,Moreland,-37.74975,144.86895,5629,35.0,1,0,0
Keilor East,3,h,933000,2017-09-16,11.7,3033,3,1,2.0,126.0,Moreland,-37.7349,144.86225,5629,45.0,1,0,0
Kew,4,h,2375000,2017-09-16,5.4,3101,4,3,2.0,126.0,Moreland,-37.81027,145.04476,10331,65.0,1,0,0
Kew,3,h,1950000,2017-09-16,5.4,3101,3,2,2.0,126.0,Moreland,-37.80646,145.04651,10331,25.0,1,0,0
Hawthorn,4,h,2325000,2017-09-16,5.3,3122,4,3,2.0,227.0,Moreland,-37.83508,145.0429,11308,105.0,1,0,0
Kew,5,h,5065000,2017-09-16,5.4,3101,5,4,2.0,126.0,Moreland,-37.8142,145.05973,10331,108.0,1,0,0
Kew East,3,h,2125000,2017-09-16,7.3,3102,3,2,2.0,126.0,Moreland,-37.7955,145.05046000000004,2671,80.0,1,0,0
Kew East,2,h,1325000,2017-09-16,7.3,3102,2,1,2.0,88.0,Moreland,-37.79938,145.05662,2671,85.0,1,0,0
Kew East,3,h,1975000,2017-09-16,7.3,3102,3,1,2.0,160.0,Moreland,-37.79546,145.04533,2671,100.0,1,0,0
Kingsville,4,h,1140000,2017-09-16,6.4,3012,4,1,0.0,118.0,Moreland,-37.80774,144.88251,1808,110.0,1,0,0
Kingsville,3,h,1000000,2017-09-16,6.4,3012,3,2,2.0,282.0,Moreland,-37.80592,144.8807,1808,85.0,1,0,0
Lalor,3,h,801000,2017-09-16,16.3,3075,3,1,1.0,126.0,Moreland,-37.67601,145.02955,8279,52.5,1,0,0
Lalor,3,h,596000,2017-09-16,16.3,3075,3,1,2.0,126.0,Moreland,-37.66422,144.99893,8279,52.5,1,0,0
Malvern,4,t,2750000,2017-09-16,5.9,3144,4,2,3.0,270.0,Moreland,-37.84684,145.03893,4675,10.0,1,0,0
Malvern,4,h,3400000,2017-09-16,5.9,3144,4,2,2.0,285.0,Moreland,-37.86552,145.03529,4675,55.0,1,0,0
Meadow Heights,3,h,370000,2017-09-16,17.4,3048,3,1,1.0,95.0,Moreland,-37.65877,144.91191,4704,47.0,1,0,0
Mentone,3,t,995000,2017-09-16,20.0,3194,3,3,2.0,166.0,Moreland,-37.98087,145.06024,6162,14.0,1,0,0
Mentone,3,h,950000,2017-09-16,20.0,3194,3,1,2.0,126.0,Moreland,-37.98023,145.08402,6162,45.0,1,0,0
Mentone,3,t,792000,2017-09-16,20.0,3194,3,2,2.0,126.0,Moreland,-37.97928,145.0763,6162,45.0,1,0,0
Kew East,3,h,1650000,2017-09-16,7.3,3102,3,1,2.0,126.0,Moreland,-37.79235,145.04789,2671,80.0,1,0,0
Aspendale Gardens,3,h,870000,2017-09-16,21.5,3195,3,2,2.0,126.0,Moreland,-38.02105,145.11982,2243,55.0,1,0,0
Hampton East,2,t,875000,2017-09-16,13.8,3188,2,1,1.0,126.0,Moreland,-37.93522,145.02837,2356,44.0,1,0,0
Hampton,3,h,1450000,2017-09-16,13.8,3188,3,1,1.0,147.0,Moreland,-37.93753,145.0102,5454,77.0,1,0,0
Essendon,3,h,1150000,2017-09-16,7.5,3040,3,1,2.0,183.0,Moreland,-37.75009,144.89271000000005,9264,75.0,1,0,0
Essendon North,3,u,1170000,2017-09-16,8.2,3041,3,2,1.0,126.0,Moreland,-37.73727,144.8986,1308,55.0,1,0,0
Fairfield,4,h,1255000,2017-09-16,5.7,3078,4,1,1.0,148.0,Moreland,-37.77167,145.02015,2970,110.0,1,0,0
Fairfield,3,h,1300000,2017-09-16,5.7,3078,3,2,4.0,113.0,Moreland,-37.77252,145.02546,2970,65.0,1,0,0
Fawkner,3,h,680000,2017-09-16,13.1,3060,3,2,2.0,126.0,Moreland,-37.69403,144.96674,5070,65.0,1,0,0
Fawkner,3,h,670000,2017-09-16,13.1,3060,3,2,2.0,126.0,Moreland,-37.69592,144.96381,5070,65.0,1,0,0
Fitzroy North,3,h,1400000,2017-09-16,3.6,3068,3,2,2.0,126.0,Moreland,-37.78101,144.98843,6244,125.0,1,0,0
Forest Hill,4,h,950000,2017-09-16,15.4,3131,4,2,3.0,126.0,Moreland,-37.84154,145.17606,4385,55.0,1,0,0
Frankston,4,h,650000,2017-09-16,38.0,3199,4,2,2.0,126.0,Moreland,-38.16802,145.14349,17055,56.0,1,0,0
Frankston South,2,h,910000,2017-09-16,38.0,3199,2,1,2.0,126.0,Moreland,-38.16185,145.10976000000005,7566,60.0,1,0,0
Frankston South,4,h,760000,2017-09-16,38.0,3199,4,2,2.0,180.0,Moreland,-38.16363,145.11545,7566,60.0,1,0,0
Gisborne,6,h,650000,2017-09-16,45.9,3437,6,2,2.0,126.0,Moreland,-37.50733,144.58666000000005,3376,45.0,0,1,0
Glen Iris,3,h,1738000,2017-09-16,7.3,3146,3,2,2.0,126.0,Moreland,-37.85672,145.09098999999995,10412,75.0,1,0,0
Hampton East,3,h,1060000,2017-09-16,13.8,3188,3,2,3.0,126.0,Moreland,-37.93524,145.03438,2356,44.0,1,0,0
Glen Iris,2,t,965000,2017-09-16,7.3,3146,2,2,1.0,126.0,Moreland,-37.85698,145.04686,10412,75.0,1,0,0
Glen Iris,2,h,1366000,2017-09-16,7.3,3146,2,2,1.0,126.0,Moreland,-37.86277,145.04012,10412,75.0,1,0,0
Glen Waverley,3,h,1275000,2017-09-16,16.7,3150,3,2,2.0,164.0,Moreland,-37.88809,145.19011,15321,52.0,1,0,0
Glen Waverley,3,h,1750000,2017-09-16,16.7,3150,3,1,0.0,126.0,Moreland,-37.8763,145.17166,15321,53.0,1,0,0
Glen Waverley,5,h,1480000,2017-09-16,16.7,3150,5,2,2.0,237.0,Moreland,-37.8888,145.18692,15321,45.0,1,0,0
Glenroy,2,h,605000,2017-09-16,11.2,3046,2,1,6.0,126.0,Moreland,-37.69708,144.92967,8870,58.5,1,0,0
Greensborough,3,h,922000,2017-09-16,16.1,3088,3,2,2.0,200.0,Moreland,-37.68569,145.10902,8524,46.0,1,0,0
Greensborough,4,h,865000,2017-09-16,16.1,3088,4,2,2.0,211.0,Moreland,-37.6929,145.1272,8524,45.0,1,0,0
Greenvale,5,h,650000,2017-09-16,20.4,3059,5,2,2.0,239.0,Moreland,-37.6248,144.87612,4864,11.0,1,0,0
Hallam,3,h,661000,2017-09-16,32.3,3803,3,1,3.0,126.0,Moreland,-38.00377,145.26161000000005,3728,42.5,1,0,0
Hampton,3,h,2515000,2017-09-16,13.8,3188,3,2,2.0,126.0,Moreland,-37.93105,144.99437,5454,55.0,1,0,0
